EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,THX,THH,SP_T_DX,SP_T_DH,SP_T_DV,HW_PARAM,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_EVM,VAL_ACLR_L,VAL_ACLR_R,VAL_ACLR_AVG,TEST_LOSS,TEST_NMSE,TEST_EVM,TEST_ACLR_L,TEST_ACLR_R,TEST_ACLR_AVG
99,100,56.33512657,0.00050000,256,3818,200,deltagru,15,0,0,0.00000000,0.00498467,0.00356048,1063.63534775,0.00014929,0.00012348,-34.96541,-37.32690055,-43.04743653,-41.01623825,-42.03183739,0.00015163,-34.53883,-37.33590047,-44.10887342,-41.08625589,-42.59756466
